<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
XAGUSD,20171229,2100,16.942,16.942,16.942,16.942,33700
XAGUSD,20180101,2300,16.950,17.009,16.949,17.004,5906900
XAGUSD,20180102,0000,17.003,17.014,16.975,16.987,98176300
XAGUSD,20180102,0100,16.986,16.995,16.936,16.973,120503000
XAGUSD,20180102,0200,16.975,16.979,16.943,16.948,64763000
XAGUSD,20180102,0300,16.948,16.989,16.918,16.966,72532500
XAGUSD,20180102,0400,16.969,17.003,16.957,16.992,56324200
XAGUSD,20180102,0500,16.994,17.002,16.969,16.991,57108900
XAGUSD,20180102,0600,16.992,17.044,16.989,17.044,55818200
XAGUSD,20180102,0700,17.047,17.054,17.024,17.052,173882900
XAGUSD,20180102,0800,17.053,17.064,17.013,17.049,155257300
XAGUSD,20180102,0900,17.050,17.076,17.044,17.071,94393000
XAGUSD,20180102,1000,17.074,17.084,17.042,17.074,161776000
XAGUSD,20180102,1100,17.073,17.086,17.053,17.054,130682500
XAGUSD,20180102,1200,17.054,17.087,17.043,17.079,245545200
XAGUSD,20180102,1300,17.079,17.129,17.071,17.111,339352100
XAGUSD,20180102,1400,17.110,17.139,17.082,17.129,334947300
XAGUSD,20180102,1500,17.134,17.154,17.105,17.123,400104100
XAGUSD,20180102,1600,17.122,17.175,17.122,17.135,289635700
XAGUSD,20180102,1700,17.130,17.148,17.119,17.144,246885900
XAGUSD,20180102,1800,17.143,17.171,17.141,17.165,237209200
XAGUSD,20180102,1900,17.166,17.188,17.159,17.185,204919300
XAGUSD,20180102,2000,17.183,17.193,17.173,17.183,247973000
XAGUSD,20180102,2100,17.184,17.184,17.167,17.169,47607400
XAGUSD,20180102,2300,17.169,17.201,17.163,17.191,133395000
XAGUSD,20180103,0000,17.191,17.200,17.171,17.178,116421800
XAGUSD,20180103,0100,17.178,17.201,17.125,17.152,172689000
XAGUSD,20180103,0200,17.153,17.155,17.056,17.059,204171600
XAGUSD,20180103,0300,17.065,17.080,17.045,17.073,148015500
XAGUSD,20180103,0400,17.074,17.085,17.060,17.074,75307500
XAGUSD,20180103,0500,17.073,17.081,17.060,17.063,135590400
XAGUSD,20180103,0600,17.064,17.076,17.031,17.035,88220900
XAGUSD,20180103,0700,17.037,17.084,17.015,17.083,137414400
XAGUSD,20180103,0800,17.080,17.127,17.075,17.112,117775400
XAGUSD,20180103,0900,17.111,17.118,17.088,17.108,76435700
XAGUSD,20180103,1000,17.109,17.114,17.074,17.092,80986500
XAGUSD,20180103,1100,17.092,17.124,17.078,17.102,96108900
XAGUSD,20180103,1200,17.103,17.132,17.075,17.097,111038500
XAGUSD,20180103,1300,17.097,17.172,17.088,17.170,195383200
XAGUSD,20180103,1400,17.168,17.181,17.136,17.148,316772850
XAGUSD,20180103,1500,17.124,17.184,17.124,17.179,319489900
XAGUSD,20180103,1600,17.177,17.198,17.166,17.186,195172200
XAGUSD,20180103,1700,17.186,17.209,17.176,17.195,147092800
XAGUSD,20180103,1800,17.196,17.230,17.195,17.205,161884100
XAGUSD,20180103,1900,17.177,17.205,17.051,17.111,383749800
XAGUSD,20180103,2000,17.110,17.171,17.109,17.136,263336300
XAGUSD,20180103,2100,17.135,17.146,17.090,17.090,68075500
XAGUSD,20180103,2300,17.109,17.111,17.072,17.090,80507300
XAGUSD,20180104,0000,17.091,17.091,17.054,17.071,165962200
XAGUSD,20180104,0100,17.072,17.077,16.975,16.994,210843600
XAGUSD,20180104,0200,16.995,17.007,16.979,17.003,149082900
XAGUSD,20180104,0300,17.003,17.003,16.972,16.998,74836100
XAGUSD,20180104,0400,16.998,17.029,16.998,17.021,123408400
XAGUSD,20180104,0500,17.024,17.064,17.010,17.059,160079200
XAGUSD,20180104,0600,17.060,17.064,17.025,17.049,165968900
XAGUSD,20180104,0700,17.048,17.077,17.011,17.064,94078400
XAGUSD,20180104,0800,17.064,17.122,17.055,17.100,107228200
XAGUSD,20180104,0900,17.097,17.159,17.096,17.150,112100900
XAGUSD,20180104,1000,17.149,17.170,17.118,17.135,109121000
XAGUSD,20180104,1100,17.134,17.154,17.113,17.126,139549000
XAGUSD,20180104,1200,17.126,17.138,17.091,17.137,103791000
XAGUSD,20180104,1300,17.137,17.195,17.059,17.177,508136000
XAGUSD,20180104,1400,17.173,17.199,17.149,17.165,234491500
XAGUSD,20180104,1500,17.166,17.246,17.155,17.238,282836300
XAGUSD,20180104,1600,17.242,17.258,17.187,17.213,249741400
XAGUSD,20180104,1700,17.219,17.227,17.179,17.223,206791600
XAGUSD,20180104,1800,17.221,17.234,17.166,17.177,198408500
XAGUSD,20180104,1900,17.178,17.248,17.178,17.242,223394700
XAGUSD,20180104,2000,17.246,17.266,17.193,17.194,360551300
XAGUSD,20180104,2100,17.193,17.225,17.193,17.214,53829900
XAGUSD,20180104,2300,17.182,17.191,17.165,17.166,58184500
XAGUSD,20180105,0000,17.167,17.222,17.166,17.211,158893100
XAGUSD,20180105,0100,17.212,17.227,17.185,17.195,163343600
XAGUSD,20180105,0200,17.192,17.196,17.176,17.186,116646600
