<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURJPY,20231229,2000,155.660,155.660,155.660,155.660,4
EURJPY,20240101,2100,155.480,155.680,155.480,155.590,236
EURJPY,20240101,2200,155.600,155.740,155.430,155.740,240
EURJPY,20240101,2300,155.730,155.980,155.730,155.800,240
EURJPY,20240102,0000,155.780,156.100,155.780,156.060,240
EURJPY,20240102,0100,156.050,156.140,155.890,155.960,240
EURJPY,20240102,0200,155.960,156.110,155.960,156.010,240
EURJPY,20240102,0300,155.990,156.030,155.940,155.960,240
EURJPY,20240102,0400,155.970,156.010,155.910,155.940,240
EURJPY,20240102,0500,155.940,156.090,155.930,156.060,240
EURJPY,20240102,0600,156.060,156.100,155.930,155.930,240
EURJPY,20240102,0700,155.900,156.150,155.820,156.100,240
EURJPY,20240102,0800,156.110,156.300,155.790,155.860,240
EURJPY,20240102,0900,155.900,155.960,155.780,155.870,240
EURJPY,20240102,1000,155.890,155.890,155.530,155.560,240
EURJPY,20240102,1100,155.550,155.860,155.540,155.690,240
EURJPY,20240102,1200,155.660,155.700,155.520,155.650,240
EURJPY,20240102,1300,155.680,155.680,155.080,155.150,240
EURJPY,20240102,1400,155.170,155.460,155.170,155.300,240
EURJPY,20240102,1500,155.310,155.460,155.290,155.460,240
EURJPY,20240102,1600,155.450,155.470,155.390,155.440,240
EURJPY,20240102,1700,155.430,155.460,155.380,155.380,240
EURJPY,20240102,1800,155.380,155.420,155.300,155.390,240
EURJPY,20240102,1900,155.380,155.380,155.230,155.320,240
EURJPY,20240102,2000,155.330,155.370,155.280,155.340,240
EURJPY,20240102,2100,155.330,155.420,155.280,155.410,240
EURJPY,20240102,2200,155.420,155.530,155.420,155.530,240
EURJPY,20240102,2300,155.540,155.540,155.320,155.410,240
EURJPY,20240103,0000,155.410,155.560,155.390,155.500,240
EURJPY,20240103,0100,155.500,155.550,155.460,155.540,240
EURJPY,20240103,0200,155.540,155.540,155.460,155.510,240
EURJPY,20240103,0300,155.510,155.560,155.490,155.540,240
EURJPY,20240103,0400,155.530,155.660,155.530,155.630,240
EURJPY,20240103,0500,155.640,155.740,155.570,155.720,240
EURJPY,20240103,0600,155.700,156.110,155.630,156.090,240
EURJPY,20240103,0700,156.080,156.200,156.080,156.150,240
EURJPY,20240103,0800,156.140,156.220,155.890,155.970,240
EURJPY,20240103,0900,155.970,156.080,155.870,155.880,240
EURJPY,20240103,1000,155.870,156.090,155.800,156.080,240
EURJPY,20240103,1100,156.060,156.180,155.940,156.010,240
EURJPY,20240103,1200,156.010,156.170,156.010,156.170,240
EURJPY,20240103,1300,156.170,156.460,156.140,156.280,240
EURJPY,20240103,1400,156.330,156.670,156.220,156.600,240
EURJPY,20240103,1500,156.580,156.580,156.440,156.550,240
EURJPY,20240103,1600,156.570,156.750,156.480,156.660,240
EURJPY,20240103,1700,156.640,156.750,156.450,156.540,240
EURJPY,20240103,1800,156.550,156.640,156.340,156.420,240
EURJPY,20240103,1900,156.410,156.410,156.300,156.400,240
EURJPY,20240103,2000,156.400,156.490,156.390,156.490,240
EURJPY,20240103,2100,156.490,156.490,156.280,156.310,240
EURJPY,20240103,2200,156.310,156.360,156.210,156.220,240
EURJPY,20240103,2300,156.220,156.490,156.060,156.460,240
EURJPY,20240104,0000,156.470,156.590,156.300,156.570,240
EURJPY,20240104,0100,156.580,156.650,156.510,156.640,240
EURJPY,20240104,0200,156.640,156.640,156.520,156.610,240
EURJPY,20240104,0300,156.610,156.870,156.600,156.860,240
EURJPY,20240104,0400,156.840,157.100,156.830,157.060,240
EURJPY,20240104,0500,157.080,157.160,156.860,156.880,240
EURJPY,20240104,0600,156.890,156.930,156.670,156.830,240
EURJPY,20240104,0700,156.810,157.270,156.810,157.270,240
EURJPY,20240104,0800,157.260,157.770,157.260,157.770,240
EURJPY,20240104,0900,157.760,157.990,157.750,157.970,240
EURJPY,20240104,1000,158.030,158.060,157.860,157.880,240
EURJPY,20240104,1100,157.900,157.970,157.760,157.930,240
EURJPY,20240104,1200,157.940,158.220,157.830,158.220,240
EURJPY,20240104,1300,158.210,158.470,158.210,158.430,240
EURJPY,20240104,1400,158.450,158.550,158.390,158.460,240
EURJPY,20240104,1500,158.460,158.460,158.320,158.400,240
EURJPY,20240104,1600,158.390,158.430,158.230,158.310,240
EURJPY,20240104,1700,158.310,158.440,158.260,158.290,240
EURJPY,20240104,1800,158.280,158.290,158.210,158.270,240
EURJPY,20240104,1900,158.270,158.270,158.160,158.210,240
EURJPY,20240104,2000,158.220,158.360,158.220,158.300,240
