symbol,direction,entry_time,entry_price,exit_time,exit_price,qty,pnl,r_multiple,bars_held,setup_w1,setup_w3,reason
USDJPY,short,2014-02-05 03:00:00+00:00,101.5626,2014-02-05 14:00:00+00:00,101.22757142857142,141.163184641446,73.64685004436629,0.7364685004436629,11,1.5989999999999895,2.179000000000002,partial+stop
USDJPY,short,2014-03-18 07:00:00+00:00,101.7936,2014-03-18 11:00:00+00:00,101.58,195.16003122560517,41.686182669789176,0.4168618266978918,4,0.9000000000000057,2.2190000000000083,sl
USDJPY,long,2014-04-01 02:00:00+00:00,103.0026,2014-04-01 14:00:00+00:00,103.60800000000002,263.08866087871695,129.6369376479899,1.2963693764798991,12,0.7140000000000128,1.445999999999998,tp
USDJPY,short,2014-04-09 16:00:00+00:00,102.0372,2014-04-09 20:00:00+00:00,101.99914285714286,234.57658925638566,8.927314768271263,0.08927314768271263,4,1.117999999999995,1.7540000000000049,sl
USDJPY,long,2014-06-03 15:00:00+00:00,102.3132,2014-06-04 01:00:00+00:00,102.633,677.0480704130626,158.25998645904897,1.5825998645904897,10,0.36199999999999477,0.9939999999999998,tp
USDJPY,short,2014-06-12 14:00:00+00:00,102.08619999999999,2014-06-12 15:00:00+00:00,101.868,512.032770097278,105.86277521761198,1.05862775217612,1,0.2740000000000009,0.730000000000004,tp
USDJPY,short,2014-06-30 23:00:00+00:00,101.4162,2014-07-01 00:00:00+00:00,101.4027142857143,637.7551020407999,8.600583090374279,0.0860058309037428,1,0.5420000000000016,0.6810000000000116,sl
USDJPY,long,2014-07-06 21:00:00+00:00,102.0308,2014-07-07 05:00:00+00:00,102.10785714285714,485.90864917393014,37.442732194916886,0.37442732194916883,8,0.3960000000000008,0.8560000000000088,sl
USDJPY,short,2014-07-08 14:00:00+00:00,101.8254,2014-07-08 15:00:00+00:00,101.56599999999999,825.7638315441891,157.10156895128694,1.5710156895128695,1,0.29400000000001114,0.5139999999999958,tp
USDJPY,long,2014-07-25 08:00:00+00:00,101.7436,2014-07-25 13:00:00+00:00,101.82171428571428,999.0009990010226,89.01812473240764,0.8901812473240764,5,0.2670000000000101,0.4420000000000073,partial+stop
USDJPY,long,2014-07-31 13:00:00+00:00,102.796,2014-07-31 14:00:00+00:00,102.8112857142857,396.82539682540414,6.065759637181031,0.06065759637181032,1,0.28300000000000125,1.2270000000000039,sl
USDJPY,long,2014-09-04 07:00:00+00:00,104.8546,2014-09-04 11:00:00+00:00,105.071,251.5090543259486,54.426559356133524,0.5442655935613353,4,0.3299999999999983,1.6550000000000011,tp
USDJPY,long,2014-10-26 22:00:00+00:00,107.8968,2014-10-27 00:00:00+00:00,107.97800000000001,251.06703489832296,20.386643233746263,0.20386643233746263,2,1.8870000000000005,2.100999999999999,sl
USDJPY,long,2014-10-30 18:00:00+00:00,108.9064,2014-10-30 19:00:00+00:00,109.337,256.4760194921793,105.219286996666,1.0521928699666598,1,0.5420000000000016,1.4110000000000014,tp
USDJPY,long,2014-11-05 01:00:00+00:00,113.375,2014-11-05 09:00:00+00:00,114.57600000000001,136.05442176871023,131.70068027211101,1.3170068027211101,8,1.4110000000000014,5.420000000000002,tp
USDJPY,long,2014-11-17 00:00:00+00:00,116.2042,2014-11-17 01:00:00+00:00,116.27857142857142,184.0942562592051,13.691352829791038,0.1369135282979104,1,0.9969999999999999,1.5160000000000053,sl
USDJPY,long,2014-11-24 05:00:00+00:00,117.67960000000001,2014-11-25 00:00:00+00:00,118.307,88.0204207376112,55.22401197077678,0.5522401197077678,19,1.5930000000000035,2.6439999999999912,sl
USDJPY,long,2014-12-04 15:00:00+00:00,119.7218,2014-12-04 16:00:00+00:00,119.93285714285715,440.9171075837796,93.05870496346819,0.9305870496346819,1,1.9070000000000107,2.120999999999995,sl
USDJPY,long,2015-02-10 09:00:00+00:00,118.5098,2015-02-10 10:00:00+00:00,118.907,160.69419893941574,63.82773581873561,0.6382773581873561,1,0.5750000000000028,2.0490000000000066,tp
USDJPY,long,2015-02-27 11:00:00+00:00,119.1918,2015-02-27 16:00:00+00:00,119.57900000000001,367.24201248622666,121.09805361733478,1.2109805361733477,5,0.4650000000000034,0.8239999999999981,tp
USDJPY,long,2015-03-09 16:00:00+00:00,120.7456,2015-03-10 01:00:00+00:00,121.627,213.85799828913397,144.24721984602127,1.4424721984602127,9,1.0150000000000006,1.3829999999999956,tp
USDJPY,long,2015-05-22 12:00:00+00:00,120.8068,2015-05-25 00:00:00+00:00,121.68,170.27073046143397,124.34020091946303,1.2434020091946303,12,1.041000000000011,2.2919999999999874,tp
USDJPY,long,2015-05-27 10:00:00+00:00,122.8856,2015-05-27 17:00:00+00:00,123.914,263.08866087872684,185.280189423842,1.8528018942384197,7,1.1370000000000005,1.8739999999999952,tp
USDJPY,short,2015-06-10 05:00:00+00:00,124.468,2015-06-10 06:00:00+00:00,123.06700000000001,187.9699248120313,181.6729323308276,1.816729323308276,1,0.8599999999999994,1.7339999999999947,partial+stop
USDJPY,short,2015-06-29 17:00:00+00:00,122.975,2015-06-30 08:00:00+00:00,122.04199999999999,131.6655694535874,111.42198815009898,1.1142198815009898,15,1.1500000000000057,1.8829999999999956,tp
USDJPY,long,2015-07-31 08:00:00+00:00,124.0412,2015-07-31 12:00:00+00:00,124.14,211.32713440406133,20.87912087912065,0.20879120879120647,4,0.7830000000000013,1.25,sl
USDJPY,long,2015-08-06 08:00:00+00:00,124.682,2015-08-06 13:00:00+00:00,124.77457142857142,348.4320557491042,32.25485316077049,0.3225485316077049,5,0.6770000000000067,0.9909999999999997,sl
USDJPY,short,2015-08-25 20:00:00+00:00,119.55160000000001,2015-08-25 21:00:00+00:00,119.61600000000001,33.91670058336734,-2.1842355175690678,-0.021842355175690678,1,0.7779999999999916,7.974000000000004,tp
USDJPY,short,2015-09-07 21:00:00+00:00,119.4204,2015-09-07 23:00:00+00:00,119.39857142857143,137.62730525736484,3.004207463332176,0.03004207463332176,2,1.0520000000000067,1.8029999999999973,sl
USDJPY,long,2015-10-23 12:00:00+00:00,120.3786,2015-10-23 13:00:00+00:00,120.85,188.46588767433357,94.42140972483934,0.9442140972483934,1,0.6229999999999905,1.3700000000000045,tp
USDJPY,long,2015-11-05 08:00:00+00:00,121.3656,2015-11-05 09:00:00+00:00,121.868,326.15786040444755,131.93085453359632,1.3193085453359632,1,0.5899999999999892,1.1189999999999998,tp
USDJPY,long,2015-11-10 07:00:00+00:00,123.1012,2015-11-10 09:00:00+00:00,123.16342857142858,228.20629849383374,14.200951946274612,0.14200951946274612,2,0.722999999999999,2.0829999999999984,sl
USDJPY,short,2015-12-10 13:00:00+00:00,121.7094,2015-12-10 19:00:00+00:00,121.63542857142858,180.147721131329,13.325784285971219,0.13325784285971218,6,0.7549999999999955,2.0120000000000005,sl
USDJPY,long,2015-12-16 21:00:00+00:00,121.523,2015-12-16 22:00:00+00:00,122.21499999999999,195.6947162426631,117.71037181996076,1.1771037181996076,1,0.8379999999999939,1.5330000000000013,tp
USDJPY,short,2015-12-28 16:00:00+00:00,120.51039999999999,2015-12-28 18:00:00+00:00,120.40985714285713,238.89154323936245,24.01883830455145,0.2401883830455145,2,0.5870000000000033,1.1000000000000085,sl
USDJPY,short,2016-01-08 00:00:00+00:00,118.0896,2016-01-08 01:00:00+00:00,118.005,150.06002400960477,12.695078031213898,0.12695078031213897,1,1.9500000000000028,2.3659999999999997,sl
USDJPY,long,2016-01-26 10:00:00+00:00,117.9002,2016-01-27 01:00:00+00:00,118.192,117.00011700011783,34.14063414063379,0.3414063414063379,15,1.5,2.4069999999999965,sl
USDJPY,short,2016-02-10 02:00:00+00:00,115.27459999999999,2016-02-10 10:00:00+00:00,115.05114285714286,107.2501072501071,61.982901268614775,0.6198290126861478,8,1.9479999999999933,3.3160000000000025,partial+stop
USDJPY,short,2016-02-12 07:00:00+00:00,112.748,2016-02-12 08:00:00+00:00,112.71071428571429,64.64124111183007,2.4101948471697554,0.02410194847169755,1,3.3160000000000025,4.560999999999993,sl
USDJPY,short,2016-03-18 07:00:00+00:00,111.7316,2016-03-18 13:00:00+00:00,111.56942857142857,107.25010725010547,17.39290310718828,0.1739290310718828,6,1.5060000000000002,3.1509999999999962,sl
USDJPY,long,2016-03-24 02:00:00+00:00,112.4162,2016-03-24 10:00:00+00:00,112.70914285714287,233.80874444703372,84.24630081164962,0.8424630081164961,8,0.9879999999999995,1.5259999999999962,partial+stop
USDJPY,short,2016-04-06 14:00:00+00:00,110.5002,2016-04-06 15:00:00+00:00,110.074,207.33982998133544,94.18411776902347,0.9418411776902347,1,0.5640000000000072,2.653000000000006,tp
USDJPY,short,2016-04-08 16:00:00+00:00,108.8108,2016-04-11 08:00:00+00:00,108.13114285714286,99.83028850953383,83.92518432949677,0.8392518432949678,16,2.653000000000006,2.9720000000000084,partial+stop
USDJPY,long,2016-04-26 16:00:00+00:00,110.9116,2016-04-27 01:00:00+00:00,111.11928571428571,118.25922421948849,24.560751452897488,0.24560751452897486,9,1.1340000000000003,2.6189999999999998,sl
USDJPY,long,2016-05-20 05:00:00+00:00,109.83539999999999,2016-05-20 17:00:00+00:00,110.30371428571428,209.46795140344022,99.04841702076838,0.9904841702076839,12,1.1859999999999928,1.659000000000006,partial+stop
