<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
XAUUSD,20241231,2100,2624.005,2624.255,2623.998,2624.255,2400
XAUUSD,20250101,2300,2625.098,2626.005,2621.475,2623.555,768540
XAUUSD,20250102,0000,2623.655,2627.765,2622.448,2625.185,1253580
XAUUSD,20250102,0100,2625.185,2634.148,2623.645,2632.735,3602790
XAUUSD,20250102,0200,2632.735,2636.298,2632.148,2634.498,2384640
XAUUSD,20250102,0300,2634.404,2635.198,2632.065,2633.448,1594800
XAUUSD,20250102,0400,2633.468,2634.048,2630.858,2633.754,1120560
XAUUSD,20250102,0500,2633.754,2636.284,2632.864,2633.874,1317120
XAUUSD,20250102,0600,2633.748,2635.244,2630.998,2633.974,2709990
XAUUSD,20250102,0700,2633.954,2635.898,2632.798,2635.848,1946140
XAUUSD,20250102,0800,2635.704,2637.558,2630.985,2636.348,2736220
XAUUSD,20250102,0900,2636.365,2639.785,2635.858,2635.915,2789860
XAUUSD,20250102,1000,2635.915,2646.098,2632.535,2642.488,4207980
XAUUSD,20250102,1100,2642.518,2644.468,2640.064,2641.665,2272030
XAUUSD,20250102,1200,2641.704,2646.265,2640.148,2643.165,2538467
XAUUSD,20250102,1300,2643.155,2647.135,2635.865,2642.764,6138970
XAUUSD,20250102,1400,2642.754,2650.975,2640.135,2647.485,5252610
XAUUSD,20250102,1500,2647.304,2655.715,2644.985,2653.948,5426500
XAUUSD,20250102,1600,2653.904,2660.348,2649.794,2659.148,4019560
XAUUSD,20250102,1700,2659.144,2660.374,2652.348,2656.394,3320780
XAUUSD,20250102,1800,2656.375,2658.658,2653.725,2655.245,2648780
XAUUSD,20250102,1900,2655.245,2657.048,2653.648,2654.635,4181600
XAUUSD,20250102,2000,2654.564,2660.375,2653.985,2659.598,3193690
XAUUSD,20250102,2100,2659.455,2660.148,2656.415,2657.195,399600
XAUUSD,20250102,2300,2657.248,2659.398,2656.748,2658.295,496170
XAUUSD,20250103,0000,2658.275,2660.985,2658.265,2660.655,1317600
XAUUSD,20250103,0100,2660.655,2662.315,2656.598,2659.325,2689560
XAUUSD,20250103,0200,2659.325,2663.875,2656.025,2662.335,3671530
XAUUSD,20250103,0300,2662.335,2665.185,2661.105,2662.155,2481040
XAUUSD,20250103,0400,2662.125,2664.195,2661.585,2662.735,1330110
XAUUSD,20250103,0500,2662.745,2662.775,2655.815,2658.405,1991740
XAUUSD,20250103,0600,2658.398,2660.165,2656.485,2659.415,2675680
XAUUSD,20250103,0700,2659.405,2659.405,2651.708,2654.045,2819020
XAUUSD,20250103,0800,2654.045,2655.568,2649.795,2652.805,4041740
XAUUSD,20250103,0900,2652.805,2655.795,2652.695,2653.525,3112930
XAUUSD,20250103,1000,2653.395,2657.955,2652.928,2657.595,2949250
XAUUSD,20250103,1100,2657.545,2659.155,2656.115,2657.425,2264270
XAUUSD,20250103,1200,2657.415,2658.225,2654.635,2655.085,2581230
XAUUSD,20250103,1300,2655.095,2656.175,2643.355,2649.685,6143450
XAUUSD,20250103,1400,2649.685,2652.505,2644.995,2647.135,7499400
XAUUSD,20250103,1500,2646.184,2648.068,2640.835,2643.755,5562900
XAUUSD,20250103,1600,2643.635,2647.085,2639.000,2639.805,4761270
XAUUSD,20250103,1700,2639.805,2642.525,2639.000,2641.648,1891150
XAUUSD,20250103,1800,2641.674,2642.185,2639.598,2641.785,1382880
XAUUSD,20250103,1900,2641.765,2642.844,2639.000,2639.248,1542750
XAUUSD,20250103,2000,2639.248,2640.004,2636.725,2638.115,1215049
XAUUSD,20250103,2100,2638.115,2640.555,2636.625,2639.898,484190
XAUUSD,20250105,2300,2639.298,2642.235,2638.815,2640.848,1075420
XAUUSD,20250106,0000,2640.835,2643.165,2638.425,2643.065,1158360
XAUUSD,20250106,0100,2643.035,2647.275,2640.615,2641.185,2514840
XAUUSD,20250106,0200,2641.195,2645.175,2639.585,2644.365,2560580
XAUUSD,20250106,0300,2644.355,2645.185,2639.015,2640.065,1793840
XAUUSD,20250106,0400,2640.055,2640.605,2634.185,2635.295,1983070
XAUUSD,20250106,0500,2635.285,2636.065,2631.510,2633.775,2261630
XAUUSD,20250106,0600,2633.755,2635.148,2630.025,2631.375,2332630
XAUUSD,20250106,0700,2631.335,2633.615,2625.035,2626.705,3012990
XAUUSD,20250106,0800,2626.705,2632.435,2625.575,2631.385,3039200
XAUUSD,20250106,0900,2631.295,2635.525,2631.035,2632.585,2137660
XAUUSD,20250106,1000,2632.585,2634.875,2630.775,2633.595,1366450
XAUUSD,20250106,1100,2633.595,2649.305,2632.335,2645.425,4967440
XAUUSD,20250106,1200,2645.425,2647.674,2641.844,2645.198,3623610
XAUUSD,20250106,1300,2645.065,2648.668,2621.665,2624.048,6524030
XAUUSD,20250106,1400,2624.048,2634.884,2614.365,2631.298,6134520
XAUUSD,20250106,1500,2631.304,2639.535,2629.335,2634.195,5762770
XAUUSD,20250106,1600,2634.275,2641.148,2632.385,2640.598,4215580
XAUUSD,20250106,1700,2640.665,2640.898,2634.115,2636.595,3122500
XAUUSD,20250106,1800,2636.625,2638.485,2633.645,2634.475,5149780
XAUUSD,20250106,1900,2634.515,2635.315,2632.785,2634.168,4119230
XAUUSD,20250106,2000,2634.165,2635.285,2632.985,2634.485,3682630
XAUUSD,20250106,2100,2634.444,2636.935,2634.444,2635.995,519510
XAUUSD,20250106,2300,2635.618,2635.965,2633.395,2634.465,443190
XAUUSD,20250107,0000,2634.548,2635.048,2632.775,2634.895,727110
XAUUSD,20250107,0100,2634.875,2641.105,2634.704,2638.855,2473150
XAUUSD,20250107,0200,2638.845,2640.045,2636.725,2638.498,1395150
XAUUSD,20250107,0300,2638.498,2640.125,2637.355,2639.378,942810
XAUUSD,20250107,0400,2639.378,2639.695,2637.144,2638.055,1143330
XAUUSD,20250107,0500,2638.055,2645.655,2636.855,2644.405,1954140
XAUUSD,20250107,0600,2644.405,2646.515,2639.648,2640.155,2500660
XAUUSD,20250107,0700,2640.148,2641.998,2637.945,2640.348,2257860
XAUUSD,20250107,0800,2640.348,2644.625,2639.885,2642.485,2634320
XAUUSD,20250107,0900,2642.425,2644.025,2640.025,2641.175,2663080
XAUUSD,20250107,1000,2641.155,2644.565,2641.148,2643.725,2536980
XAUUSD,20250107,1100,2643.715,2648.478,2641.885,2648.255,2651000
XAUUSD,20250107,1200,2648.198,2652.575,2647.234,2651.395,2665030
XAUUSD,20250107,1300,2651.375,2664.098,2649.835,2662.288,5084210
XAUUSD,20250107,1400,2662.298,2662.898,2655.564,2658.405,5861120
XAUUSD,20250107,1500,2658.395,2658.395,2642.035,2647.585,7859160
XAUUSD,20250107,1600,2647.545,2655.448,2646.225,2651.615,3697680
XAUUSD,20250107,1700,2651.594,2655.848,2650.105,2652.385,2331240
XAUUSD,20250107,1800,2652.345,2652.495,2647.195,2649.035,1970200
XAUUSD,20250107,1900,2649.055,2650.245,2646.808,2649.055,1870230
XAUUSD,20250107,2000,2649.054,2651.285,2646.965,2650.198,3097810
XAUUSD,20250107,2100,2650.185,2650.304,2647.505,2648.185,398990
XAUUSD,20250107,2300,2647.965,2650.045,2647.725,2649.555,464870
XAUUSD,20250108,0000,2649.465,2651.375,2648.435,2650.435,1154340
XAUUSD,20250108,0100,2650.445,2650.755,2646.975,2648.615,3728160
XAUUSD,20250108,0200,2648.555,2650.155,2645.795,2648.705,2225220
XAUUSD,20250108,0300,2648.664,2648.664,2645.395,2646.615,1811940
XAUUSD,20250108,0400,2646.575,2648.535,2645.095,2646.848,1283670
XAUUSD,20250108,0500,2646.848,2650.578,2646.515,2649.885,1812750
XAUUSD,20250108,0600,2649.848,2652.845,2648.818,2652.028,1752770
XAUUSD,20250108,0700,2652.035,2654.255,2651.555,2652.448,1916940
XAUUSD,20250108,0800,2652.448,2653.705,2649.445,2651.848,2460630
XAUUSD,20250108,0900,2651.744,2654.874,2651.594,2653.345,2284060
XAUUSD,20250108,1000,2653.345,2654.995,2652.598,2653.138,1986510
XAUUSD,20250108,1100,2652.944,2653.098,2647.454,2650.595,4029540
XAUUSD,20250108,1200,2650.605,2652.308,2645.674,2651.848,5136430
XAUUSD,20250108,1300,2651.748,2660.085,2650.005,2660.035,6016100
XAUUSD,20250108,1400,2660.025,2667.525,2659.845,2661.084,6626180
XAUUSD,20250108,1500,2661.084,2667.648,2659.114,2665.698,5003000
XAUUSD,20250108,1600,2665.698,2669.844,2662.415,2669.498,3384690
XAUUSD,20250108,1700,2669.498,2669.654,2649.114,2655.445,4378800
XAUUSD,20250108,1800,2655.424,2659.005,2651.338,2652.555,3319090
XAUUSD,20250108,1900,2652.568,2660.434,2652.185,2658.174,3967310
XAUUSD,20250108,2000,2658.145,2663.884,2658.145,2663.348,2530180
XAUUSD,20250108,2100,2663.235,2663.945,2660.758,2661.105,760990
XAUUSD,20250108,2300,2660.865,2663.098,2660.638,2662.475,478830
XAUUSD,20250109,0000,2662.475,2662.698,2659.305,2659.775,955260
XAUUSD,20250109,0100,2659.785,2661.285,2657.145,2658.458,2706840
XAUUSD,20250109,0200,2658.458,2659.975,2656.155,2658.535,2564100
XAUUSD,20250109,0300,2658.535,2661.945,2658.245,2659.235,1547370
XAUUSD,20250109,0400,2659.235,2659.585,2655.305,2658.845,1504290
XAUUSD,20250109,0500,2658.815,2660.845,2657.535,2658.295,2340930
XAUUSD,20250109,0600,2658.285,2666.775,2658.248,2666.575,3227650
XAUUSD,20250109,0700,2666.595,2666.645,2662.074,2662.218,2387440
XAUUSD,20250109,0800,2662.164,2666.714,2660.268,2664.124,4265990
XAUUSD,20250109,0900,2664.234,2666.444,2662.068,2664.744,3204760
XAUUSD,20250109,1000,2664.744,2668.374,2664.208,2667.294,2489570
XAUUSD,20250109,1100,2667.274,2673.165,2665.064,2669.954,2899120
XAUUSD,20250109,1200,2669.954,2675.048,2669.214,2673.884,2611000
XAUUSD,20250109,1300,2673.824,2678.395,2671.754,2672.514,5102000
XAUUSD,20250109,1400,2672.414,2675.475,2667.004,2672.204,4183740
XAUUSD,20250109,1500,2672.214,2675.175,2667.874,2668.058,4032130
XAUUSD,20250109,1600,2668.058,2670.825,2666.038,2667.445,3078770
XAUUSD,20250109,1700,2667.445,2668.498,2662.548,2665.775,3169820
XAUUSD,20250109,1800,2665.744,2672.324,2664.835,2671.185,3043670
XAUUSD,20250109,1900,2671.185,2671.635,2668.474,2670.034,3225620
XAUUSD,20250109,2000,2669.994,2670.704,2669.095,2669.605,2088330
XAUUSD,20250109,2100,2669.555,2671.275,2668.848,2669.525,326070
XAUUSD,20250109,2300,2670.255,2671.148,2668.325,2669.795,508610
XAUUSD,20250110,0000,2669.865,2671.195,2668.728,2670.395,2099490
XAUUSD,20250110,0100,2670.435,2671.745,2669.065,2670.895,3372970
XAUUSD,20250110,0200,2670.895,2674.575,2670.345,2673.255,2738130
XAUUSD,20250110,0300,2673.255,2674.585,2672.345,2673.565,1510200
XAUUSD,20250110,0400,2673.568,2673.895,2671.625,2671.705,1682880
XAUUSD,20250110,0500,2671.615,2675.785,2671.385,2674.845,2197050
XAUUSD,20250110,0600,2674.845,2678.285,2674.095,2677.975,1551690
XAUUSD,20250110,0700,2678.025,2678.575,2673.285,2676.025,2979930
XAUUSD,20250110,0800,2676.025,2680.355,2675.585,2679.705,3663690
XAUUSD,20250110,0900,2679.765,2682.155,2677.505,2678.244,3910820
XAUUSD,20250110,1000,2678.244,2682.475,2678.048,2680.845,3769540
XAUUSD,20250110,1100,2680.835,2682.938,2680.064,2681.178,2618260
XAUUSD,20250110,1200,2681.034,2681.208,2674.578,2678.084,3886240
XAUUSD,20250110,1300,2678.085,2683.384,2663.205,2682.248,7519350
XAUUSD,20250110,1400,2682.095,2693.185,2680.355,2686.344,9826962
XAUUSD,20250110,1500,2685.164,2697.654,2681.595,2692.434,10998630
XAUUSD,20250110,1600,2692.404,2696.845,2686.454,2695.984,9047340
XAUUSD,20250110,1700,2696.004,2697.709,2692.065,2695.839,5925500
XAUUSD,20250110,1800,2695.839,2696.969,2684.879,2687.148,5190060
XAUUSD,20250110,1900,2687.148,2687.555,2684.348,2685.635,4863330
XAUUSD,20250110,2000,2685.635,2690.765,2683.948,2690.455,2564040
XAUUSD,20250110,2100,2690.495,2693.648,2687.545,2689.755,737270
XAUUSD,20250112,2300,2690.155,2690.868,2687.189,2690.868,1141500
XAUUSD,20250113,0000,2690.819,2693.245,2687.955,2689.395,1033800
XAUUSD,20250113,0100,2689.395,2689.725,2679.145,2685.495,5989830
XAUUSD,20250113,0200,2685.515,2690.358,2684.795,2688.465,3441060
XAUUSD,20250113,0300,2688.465,2688.495,2685.148,2687.865,2909970
XAUUSD,20250113,0400,2687.875,2690.725,2684.155,2685.745,2155950
XAUUSD,20250113,0500,2685.825,2686.825,2683.085,2686.765,1758540
XAUUSD,20250113,0600,2686.815,2691.235,2686.765,2689.729,2602690
XAUUSD,20250113,0700,2689.729,2690.298,2684.235,2684.929,2850990
XAUUSD,20250113,0800,2684.929,2689.459,2683.719,2686.929,4966070
XAUUSD,20250113,0900,2686.929,2688.315,2682.875,2684.558,5001770
XAUUSD,20250113,1000,2684.499,2684.828,2677.125,2679.325,4705490
XAUUSD,20250113,1100,2679.295,2680.505,2675.205,2675.648,2992530
XAUUSD,20250113,1200,2675.599,2676.868,2664.098,2670.899,5127450
XAUUSD,20250113,1300,2670.899,2672.148,2663.625,2669.075,7065040
XAUUSD,20250113,1400,2669.085,2674.135,2663.899,2671.635,4756500
XAUUSD,20250113,1500,2671.579,2672.695,2660.849,2661.478,5546870
XAUUSD,20250113,1600,2661.439,2667.875,2660.498,2661.049,5647570
XAUUSD,20250113,1700,2661.049,2663.898,2659.075,2660.755,4067340
XAUUSD,20250113,1800,2660.765,2662.325,2657.498,2658.858,3807640
XAUUSD,20250113,1900,2659.008,2660.495,2656.615,2658.795,3361780
XAUUSD,20250113,2000,2658.785,2662.795,2658.715,2662.245,3585970
XAUUSD,20250113,2100,2662.185,2664.035,2660.745,2662.475,512820
XAUUSD,20250113,2300,2662.633,2669.215,2662.248,2667.675,669420
XAUUSD,20250114,0000,2667.675,2670.945,2666.059,2670.255,935610
XAUUSD,20250114,0100,2670.245,2672.055,2667.675,2670.575,4041600
XAUUSD,20250114,0200,2670.605,2672.035,2668.375,2670.305,2625690
XAUUSD,20250114,0300,2670.295,2672.105,2668.638,2669.625,2099290
XAUUSD,20250114,0400,2669.595,2673.885,2668.285,2673.405,1596870
XAUUSD,20250114,0500,2673.455,2675.155,2667.155,2668.275,2414940
XAUUSD,20250114,0600,2668.295,2669.455,2667.235,2668.895,2328075
XAUUSD,20250114,0700,2668.935,2670.735,2666.985,2669.005,1661260
XAUUSD,20250114,0800,2669.175,2674.255,2667.155,2670.815,2599280
XAUUSD,20250114,0900,2670.755,2671.405,2664.699,2667.125,3383240
XAUUSD,20250114,1000,2667.115,2668.635,2664.479,2666.495,2164420
XAUUSD,20250114,1100,2666.525,2669.645,2664.439,2669.025,2852590
XAUUSD,20250114,1200,2669.025,2671.485,2666.265,2668.165,3355250
XAUUSD,20250114,1300,2668.165,2674.148,2660.815,2662.709,6543400
XAUUSD,20250114,1400,2662.649,2665.835,2659.645,2664.975,4632810
XAUUSD,20250114,1500,2665.015,2672.595,2664.945,2671.478,5058690
XAUUSD,20250114,1600,2671.499,2673.895,2669.585,2671.418,4143830
XAUUSD,20250114,1700,2671.375,2671.675,2667.825,2668.875,3887990
XAUUSD,20250114,1800,2668.885,2672.495,2666.495,2672.275,4338000
XAUUSD,20250114,1900,2672.245,2676.075,2671.669,2674.088,2644420
XAUUSD,20250114,2000,2674.009,2676.348,2671.675,2676.348,4078980
XAUUSD,20250114,2100,2676.299,2677.985,2675.648,2676.875,524930
XAUUSD,20250114,2300,2677.475,2679.198,2673.815,2675.415,511480
XAUUSD,20250115,0000,2675.455,2675.945,2672.535,2672.645,844530
XAUUSD,20250115,0100,2672.685,2674.235,2669.805,2669.905,3282120
XAUUSD,20250115,0200,2669.935,2674.875,2669.315,2673.225,2840130
XAUUSD,20250115,0300,2673.205,2676.075,2672.108,2675.935,1423710
XAUUSD,20250115,0400,2675.915,2676.575,2673.945,2675.375,754680
XAUUSD,20250115,0500,2675.415,2679.145,2674.385,2679.095,2166840
XAUUSD,20250115,0600,2679.095,2683.125,2678.975,2680.805,1805190
XAUUSD,20250115,0700,2680.759,2684.005,2679.865,2681.175,1833310
XAUUSD,20250115,0800,2681.175,2685.225,2681.045,2683.805,3429720
XAUUSD,20250115,0900,2683.805,2688.398,2682.745,2685.699,3102270
XAUUSD,20250115,1000,2685.735,2688.925,2684.638,2688.215,2779810
XAUUSD,20250115,1100,2688.365,2688.785,2685.108,2686.725,2649790
XAUUSD,20250115,1200,2686.705,2687.275,2683.915,2684.465,2870270
XAUUSD,20250115,1300,2684.445,2694.018,2682.025,2693.565,7232890
XAUUSD,20250115,1400,2693.565,2695.925,2678.005,2681.845,9015790
XAUUSD,20250115,1500,2681.825,2682.935,2676.439,2678.255,6279585
XAUUSD,20250115,1600,2678.255,2689.848,2676.765,2689.098,5120060
XAUUSD,20250115,1700,2689.245,2692.948,2688.249,2692.595,2719320
XAUUSD,20250115,1800,2692.595,2694.798,2690.839,2693.848,4211540
XAUUSD,20250115,1900,2693.848,2695.048,2692.319,2693.998,2203250
XAUUSD,20250115,2000,2693.899,2696.359,2693.129,2696.245,2053710
XAUUSD,20250115,2100,2696.255,2697.335,2693.768,2695.719,609950
XAUUSD,20250115,2300,2697.348,2697.448,2693.999,2694.625,373490
XAUUSD,20250116,0000,2694.625,2698.005,2692.648,2695.045,1702140
